Sr_No,Date,Startup_Name,IndustryVertical,SubVertical,City,Investors Name,Investment_Type,Amount_in_USD,Remarks
2176,21-12-2015,Peppertap,Hyperlocal Grocery Delivery Service,nan,Gurgaon,InnoVen Capital India,Private Equity Round,4000000,part of $40M Series B round
2177,21-12-2015,KOOH Sports,Sports Education Platform,nan,Mumbai,"TCS, HDFC Bank, Faering Capital, Elevate Sports",Private Equity Round,2000000,Series A
2178,22-12-2015,RentOnGo,Bike & Appliances Renting marketplace,nan,Bengaluru,"Anand Chandrasekaran, Rajesh Sawhney, Kalpana Tatavarti, Shivanandan Pare",Seed Round,,
2179,22-12-2015,IndustryBuying,Online Marketplace for Industrial Goods,nan,New Delhi,"Murugappa Group, TVS Group, Vellayan Subbiah, Arathi Krishna, Arun Venkatachalam",Seed Round,,
2180,22-12-2015,Zapr,Reward points mobile app,nan,Gurgaon,Dinesh Agarwal,Seed Round,,
2181,22-12-2015,LatestOne,Mobile accessories online store,nan,Hyderabad,Palred Technologies Ltd,Private Equity Round,3000000,Additional investment from parent company
2182,22-12-2015,PlanetGogo,Content Discovery & reward points platform,nan,Gurgaon,HT Digital Media Holdings Ltd,Seed Round,,
2183,22-12-2015,Arya.ai,Artificial Intelligence platform,nan,Mumbai,"YourNest Venture Capital, Venture Nursery",Private Equity Round,750000,Series A
2184,22-12-2015,Doctor Insta,Doctor consultancy Mobile App,nan,Gurgaon,"Rishi Parti, BrahmaX Ventures",Private Equity Round,500000,pre-Series A
2185,22-12-2015,Mobiefit,Mobile Fitness App,nan,Goa,Medi Assist,Private Equity Round,1000000,Strategic Investment
2186,23-12-2015,LafaLafa,Digital Coupons & Deal & Cashback aggregator app,nan,Mumbai,Vectr Ventures,Private Equity Round,,
2187,23-12-2015,Mech Mocha,Mobile Game development & Design platform,nan,Bengaluru,"Blume Ventures, Flipkart",Seed Round,1000000,
2188,23-12-2015,Shotang.com,B2B E-Commerce Marketplace,nan,Bengaluru,"Exfinity Venture Partners, Unitus Seed Fund",Private Equity Round,5000000,Series A
2189,23-12-2015,CityFurnish,Furniture and appliances rental platform,nan,Gurgaon,Jitendra Gupta,Seed Round,,
2190,24-12-2015,Black White Orange,B2B Merchandize platform,nan,Mumbai,Collaborative Licensing Ventures LLP,Seed Round,303000,
2191,24-12-2015,Kolabro,Real Estate focused Tech platform,nan,Gurgaon,"Umang Kumar, Ruchir Arora",Seed Round,,
2192,24-12-2015,Canvera,Photographer Online search & booking platform,nan,Bengaluru,Info Edge (India) Ltd,Private Equity Round,2200000,
2193,28-12-2015,Town Essentials,Grocery Delivery platform,nan,Bengaluru,"Sharad Hegde, Girish Reddy, Siddharth Patil, Shrikant Patil",Seed Round,1000000,
2194,28-12-2015,Bumper,Mobile Car Servicing appointment app,nan,Bengaluru,SAIF Partners,Seed Round,500000,
2195,29-12-2015,Hotify,New Curation Mobile App,nan,Bengaluru,Mahavir Pratap Sharma,Seed Round,150000,
2196,29-12-2015,MobiKwik,Mobile Wallet,nan,Gurgaon,"Sequoia India, Tree Line Asia, InnoVen Capital India",Private Equity Round,6600000,Additional Funding
2197,30-12-2015,Intelligent Interfaces,Interface development platform for Government officials,nan,Bengaluru,Yuvraj Singh,Seed Round,,Yet to Launch
2198,02-11-2015,Twigly,Online Food Ordering & Delivery platform,nan,Gurgaon,"Amit Gupta, Sahil Barua, Mukul Singhal, Tracxn",Seed Round,200000,
2199,02-11-2015,CityFlo,Bus Aggregation and rental mobile app,nan,Mumbai,IDG Ventures India,Seed Round,750000,
2200,03-11-2015,FindYahan,hyperlocal online Services platform,nan,Noida,Times Group Brand Capital,Private Equity Round,,Bridge funding
2201,03-11-2015,Sabse,WiFi first Cloud communication platform,nan,Mumbai,Ratan Tata,Private Equity Round,,
2202,03-11-2015,Pokkt,Alternate Mobile Monetization platform,nan,Mumbai,"SEGNEL Ventures, Shinji Kimura, Sundar Chanrai, JAFCO Asia, Singtel Innov8, Jungle Ventures, K Ganesh",Private Equity Round,5000000,Series B
2203,03-11-2015,oibanit,Online Food Ordering Marketplace,nan,Vadodara,"Varun Ahuja, Anubhav Verma",Seed Round,150000,
2204,03-11-2015,Stuffed,Quick Service Restaurant Chain,nan,Mumbai,Riqueza Capital,Seed Round,385000,Funding happened in Sept 2015
2205,03-11-2015,LoanBaba,Online Loans Marketplace,nan,Mumbai,N/A,Seed Round,320000,
2206,03-11-2015,Deyor Rooms,Budget Accommodation Platform,nan,New Delhi,Dheeraj Jain,Seed Round,500000,
2207,03-11-2015,Bidgely,Efficient Energy Management platform,nan,USA/India,"Constellation Technology Ventures (Exelon Corporation), E.ON, RWE, Khosla Ventures",Private Equity Round,16600000,Series B
2208,04-11-2015,Shirsa Labs,Digital Intelligent learning platform,nan,Mumbai,ah! Ventures,Seed Round,250000,
2209,04-11-2015,Paytunes,Voice Call incentivization mobile app,nan,New Delhi,CIO Angel Network,Seed Round,,
2210,04-11-2015,YourDOST,Online Counselling and psychological support platform,nan,Gwalior,"Phanindra Sama, Aprameya Radhakrishna, Aneesh Reddy, Neeraj Jawalkar, Sanjay Anandaram, Pavan Ongole, Venk Krishnan",Seed Round,400000,
2211,05-11-2015,BookMyBai,Domestic Help Aggregation platform,nan,Mumbai,Vineel Nalla,Seed Round,150000,
2212,05-11-2015,MyIndianStay,Home Stay & room rentals platform,nan,Goa,Group of investors (undisclosed),Seed Round,200000,
2213,05-11-2015,Bobble,Selfie Mobile App,nan,New Delhi,SAIF Partners,Private Equity Round,,Series A
2214,06-11-2015,RepUp,Online Reputation Management Platform,nan,Gurgaon,Indian Angel Network (IAN),Seed Round,,
2215,06-11-2015,Satvacart,Online Grocery platform,nan,Gurgaon,High Networth Individuals (undisclosed),Private Equity Round,1800000,Pre-Series A Bridge
2216,06-11-2015,POPxo.com,Online content platform for women,nan,New Delhi,"IDG Ventures India, Kalaari Capital, 500 Startups",Private Equity Round,2000000,Series A
2217,06-11-2015,Spareshub,Online Vehicle Spare Parts etailer,nan,Pune,"Hyderabad Angels, M&S Partners",Seed Round,460000,Pre-Series A
2218,06-11-2015,Explara,Event Ticketing platform,nan,Pune,"Hyderabad Angels, Singapore Angel Network, Ness Wadia",Private Equity Round,490000,Pre-Series A
2219,06-11-2015,Soothe Healthcare,Personal Healthcare Products,nan,Noida,Saina Nehwal,Seed Round,,2nd Seed Round
2220,06-11-2015,Yuvi Hospitality,Premium dining Lounges & restaurants,nan,Gurgaon,Chandralekha Construction Pvt. Ltd.,Private Equity Round,15000000,Series A
2221,09-11-2015,AppVirality,Mobile Growth Hacking Platform,nan,Hyderabad,"Rajan Anandan, Mike Galgon, Ravi Gururaj, Ashim Mehra, Mohit Saxena, Internet Group, TNN Capital",Seed Round,500000,Pre-Series A
2222,09-11-2015,iStar Skill Development,Skill Training Startup,nan,Bengaluru,"Michael & Susan Dell Foundation, Unitus Seed Fund",Private Equity Round,1500000,Series A
2223,09-11-2015,BigStylist,Beauty & Lifestyle platform,nan,Mumbai,Info Edge (India) Ltd,Private Equity Round,1000000,Pre-Series A
2224,09-11-2015,Zilingo,E-Commerce,nan,Bengaluru,"Sequoia India, BEENEXT, Kunal Shah, Sandeep Tandon",Private Equity Round,1900000,Series A
2225,09-11-2015,Didi,On-demand Maids Service Provider,nan,Mumbai,"Jozef Bardik, Leo Wang Sangeeth Ram",Seed Round,150000,
2226,09-11-2015,Skoov.com,E-Commerce Product Search Engine,nan,Mumbai,Group of investors (undisclosed),Seed Round,150000,
2227,10-11-2015,Chefs Basket,Ready to cook packaged Foods,nan,Mumbai,"SAIF Partners, Haresh Chawla",Private Equity Round,6000000,Series A
2228,11-11-2015,Gingercrush,Product Customization Platform,nan,Vadodara,T.V. Mohandas Pai's family office,Seed Round,,
2229,11-11-2015,Delight Foods,Branded Food products online sales,nan,Bengaluru,"Lensbridge Capital, MAPE Advisory Group, Fireside Ventures",Private Equity Round,600000,Series A
2230,11-11-2015,6Degree,Talent platform for Fashion professionals,nan,"Goa,Hyderabad",Centre For Incubation & Business Acceleration (CIBA) Goa,Seed Round,,
2231,11-11-2015,RenewBuy,Financial Services,nan,Gurgaon,Mount Nathan Advisors Pte Ltd,Seed Round,500000,
2232,11-11-2015,Grab.in,Hyperlocal Logistics Service Provider,nan,Mumbai,Sixth Sense Ventures,Seed Round,,
2233,12-11-2015,Hitwicket,Cricket Management Mobile Game,nan,Hyderabad,The Chennai Angels,Seed Round,250000,
2234,13-11-2015,Flashdoor,On Demand Laundry Service platform,nan,Bengaluru,"Sujeet Kumar, Ankit Nagori, Traxcn Labs",Seed Round,,
2235,16-11-2015,Cashkaro,E-Commerce Discount & Cashback coupons platform,nan,Gurgaon,Kalaari Capital,Private Equity Round,3700000,Series A
2236,16-11-2015,Absentia,Virtual Reality Headset creator,nan,Bengaluru,"Astarc Ventures, 50K Ventures",Seed Round,180000,
2237,16-11-2015,Renowala,Home Improvement Service platform,nan,Hyderabad,Logtally,Seed Round,,
2238,16-11-2015,TaskBucks,mobile-only tasks marketplace,nan,New Delhi,Times Internet,Private Equity Round,15000000,Strategic Investment
2239,17-11-2015,Craftsvilla,Beauty & Lifestyle platform,nan,Mumbai,"Sequoia India, Lightspeed Venture Partners India, Nexus Venture Partners, Global Founders Capital, Apoletto",Private Equity Round,34000000,Series C
2240,17-11-2015,Julia Computing,Numerical Computing & Data Science Platform,nan,Bengaluru,Gordon and Betty Moore Foundation,Seed Round,600000,
2241,17-11-2015,StyleTag,Designer fashion Jewellery Marketplace,nan,Bengaluru,Jitu Virwani,Seed Round,7500000,
2242,17-11-2015,Smytten,Online Products Discovery Platform,nan,Gurgaon,"Rimpal Chawla, Anuj Srivastava",Seed Round,200000,
2243,17-11-2015,BiBox,Kids Tool kit for Innovation platform,nan,Bengaluru,Ravi Krishnamurthy,Seed Round,530000,
2244,17-11-2015,Convegenius,Mobile Learning Solutions,nan,Noida,Enablers platform,Seed Round,300000,
2245,18-11-2015,Ola Cabs,Transportation,nan,Bengaluru,"Baillie Gifford, Falcon Edge Capital, Tiger Global Management, SoftBank Group, DST Global, Didi Kuaidi",Private Equity Round,500000000,Series F ( More Details Here)
2246,18-11-2015,Goodbox,conversational commerce mobile app,nan,Bengaluru,Nexus Venture Partners,Private Equity Round,2500000,Series A
2247,18-11-2015,ScoopWhoop,Viral Content web Platform,nan,New Delhi,Kalaari Capital,Private Equity Round,4000000,Series A
2248,18-11-2015,Hipship,Express local delivery platform,nan,Bengaluru,"Inara Capital , Rishi Khiani",Seed Round,,
2249,18-11-2015,Pickrr,On-Demand Local Logistics provider,nan,New Delhi,Palaash Ventures,Seed Round,,
2250,18-11-2015,Truelancer,Curated Freelancer Marketplace,nan,New Delhi,"Blackstone Valley Group, Raghu Vohra, Aditya Dev Sood, Kamal Bansal",Seed Round,,
2251,19-11-2015,AHA Taxis,Online Taxi Rental Platform,nan,Noida,ah! Ventures,Seed Round,,
2252,19-11-2015,UrbanClap,Consumer Services,nan,Gurgaon,"Bessemer Venture Partners, Accel, SAIF Partners",Private Equity Round,25000000,Series B
2253,19-11-2015,SenseGiz,Smartwatch Maker,nan,Belgaum,Karnataka Semiconductor Venture Capital firm,Seed Round,500000,
2254,19-11-2015,PlaceofOrigin,Online Gourmet Food Marketplace,nan,Bengaluru,"S.D. Shibulal, Kris Gopalakrishnan, Srinath Batni, Professor Tarun Khanna, Ganapathy Venugopal",Seed Round,,
2255,19-11-2015,Fourseven,Online Jewellery etailer,nan,New Delhi,Indian Angel Network (IAN),Seed Round,455000,
2256,20-11-2015,MindTickle,Sales & Productivity Software,nan,Pune,New Enterprise Associates (NEA),Private Equity Round,12500000,Series A
2257,20-11-2015,Shopsense,E-Commerce related software product platform,nan,Mumbai,"Kae Capital, Kunal Bahl, Rohit Bansal",Seed Round,,Pre-Series A
2258,20-11-2015,Medinfi,Health-Tech platform,nan,Bengaluru,"Ram Kumar Kakani, Pradeep K Jaisingh, Sunil T V, Vijay Ghadge, Hemant Kaul, Gurmeet Chahal",Seed Round,305000,
2259,20-11-2015,OUWT,Nightlife Discovery Mobile App,nan,Mumbai,Group of investors (undisclosed),Seed Round,150000,
2260,20-11-2015,HeyPillow,Online Real Estate Marketplace,nan,Bengaluru,Hampton Capital,Private Equity Round,3000000,Series A
2261,21-11-2015,Healers At Home,Home Healthcare Services platform,nan,New Delhi,"Daljit Singh, Dr. Pramath Raj Sinha, BVR Mohan Reddy",Seed Round,,
2262,21-11-2015,Caravan Craft,Indian Ethnic Crafts Etailer,nan,Bengaluru,"Unitus Seed Fund, Bijou Kurien, Narayan Ramachandran",Private Equity Round,1200000,Series A
2263,21-11-2015,Talkoot,Social platform for traders and investors,nan,Bengaluru,Group of investors (undisclosed),Seed Round,100000,
2264,23-11-2015,RentoMojo,Online Furniture & Home Appliances Rental Platform,nan,Bengaluru,"IDG Ventures India, Accel",Private Equity Round,2000000,Series A
2265,23-11-2015,Medikoe,Healthcare Services Discovery platform,nan,Bengaluru,Anil Menon,Seed Round,100000,
2266,24-11-2015,Stylofie,Health and Beauty Services Marketplace,nan,Gurgaon,Swastika Investmart Ltd,Seed Round,250000,
2267,24-11-2015,ServX,Automotive Services platform,nan,New Delhi,Manish Gupta,Seed Round,,
2268,24-11-2015,Naaptol,Online and TV Shopping Marketplace,nan,Mumbai,"Mitsui & Co., New Enterprise Associates (NEA), Canaan Partners, Silicon Valley Bank",Private Equity Round,52000000,Late Stage
2269,24-11-2015,Crayon Data,Big Data Analytics Platform,nan,Chennai,Ratan Tata,Private Equity Round,,
2270,25-11-2015,EarlySalary,Mobile App based Loan disbursement platform,nan,Mumbai,Ashok Agarwal,Seed Round,1500000,
2271,25-11-2015,Tooler,On Demand Laundry Services App,nan,New Delhi,"Raghu Khanna, Sameer Gupta",Seed Round,110000,
2272,25-11-2015,S Chand,Education Content Provider,nan,New Delhi,"IFC, Everstone Group",Private Equity Round,27000000,
2273,26-11-2015,Stelae,Content Management Software Solutions,nan,Chennai,Earlsfield Capital,Private Equity Round,,Pre-Series A
2274,26-11-2015,GOQii,Health and Wellness,nan,Mumbai,"New Enterprise Associates (NEA), Cheetah Mobile",Private Equity Round,13400000,Series B
2275,26-11-2015,Grofers,E-Commerce,nan,Gurgaon,"SoftBank Group, Tiger Global Management, Sequoia India, Apoletto Managers",Private Equity Round,120000000,Late Stage
2276,26-11-2015,Pluss,Hyperlocal healthcare product Delivery Service provider,nan,Gurgaon,"IDG Ventures India, M&S Partners, Powerhouse Ventures (USA)",Private Equity Round,1000000,Pre-Series A
2277,26-11-2015,KountMoney,Online Lending Marketplace,nan,Bengaluru,"Tracxn, Ashish Goenka",Seed Round,,
2278,27-11-2015,StayGlad,Beauty & Lifestyle platform,nan,Bengaluru,"Bessemer Venture Partners, Anil Chopra",Private Equity Round,,Series A
2279,27-11-2015,Justride,Self Driven Rental Car Platform,nan,Mumbai,N/A,Private Equity Round,2000000,Pre-Series A bridge round
2280,27-11-2015,Fastudent,Education Content Provider,nan,Noida,Ashish Gupta,Seed Round,,
2281,27-11-2015,LearnOn,Clud based Learning platform,nan,Chennai,JMR Infotech India Pvt Ltd,Seed Round,,
2282,27-11-2015,Talentrack,Talent Exchange & Talent Services Marketplace,nan,New Delhi,Unigrowth Inc,Seed Round,,
2283,28-11-2015,M-TAXI,Two-Wheeler Taxi Service,nan,Gurgaon,"Mandeep Singh, Jairaj Singh",Seed Round,,
2284,30-11-2015,Baxi,Two-Wheeler Taxi Service,nan,Gurgaon,"Manish Kheterpal, Alok Mittal, Puneet Dalmia",Seed Round,1450000,
2285,30-11-2015,Superhero Brands,character merchandize sales platform,nan,Mumbai,DSG Consumer Partners,Seed Round,540000,
2286,30-11-2015,MoMagic,Mobile app developer,nan,New Delhi,FIH Mobile Ltd,Private Equity Round,,Strategic Investment
2287,30-11-2015,QikPod,E-Commerce Delivery locker services,nan,Bengaluru,"Flipkart, Accel, Delhivery, Foxconn Technology Group",Private Equity Round,9000000,Series A
2288,30-11-2015,Butterfly Interactive,extra curricular activities marketplace app,nan,New Delhi,Group of investors (undisclosed),Seed Round,,
2289,30-11-2015,Bro4U,Hyperlocal Online Home services provider,nan,Bengaluru,Sargod Ventures,Seed Round,,
2290,01-10-2015,Indifi,Easy Business Loans platform,nan,Gurgaon,"Accel, Elevar Equity, Pramod Bhasin, Rajan Anandan, Gaurav Dalmia, Abhishek Goyal, Gagan Hasteer , Arun Tadanki",Seed Round,,
2291,01-10-2015,Wydr,Performance based Wholesale Marketplace,nan,New Delhi,Sandeep Aggarwal,Seed Round,,
2292,01-10-2015,EasyFix,Professional Services Marketplace,nan,Gurgaon,Axilor Partners,Seed Round,,
2293,01-10-2015,Muvizz,Movie-on-demand platform,nan,Singapore,"Ashish Todi, Abhinav Patodia, Kumar Shwetabh",Seed Round,350000,
2294,01-10-2015,Abhibus,us ticketing and fleet management platform,nan,Hyderabad,Paytm (One97 communications),Private Equity Round,,Strategic Investment
2295,01-10-2015,ClearTax,Online Income Tax Filing platform,nan,New Delhi,Paytm (One97 communications),Private Equity Round,,
2296,02-10-2015,Shopalyst,Product discovery & recommendation platform,nan,Bengaluru,Kalaari Capital,Private Equity Round,2000000,Series A
2297,03-10-2015,Chillr,Mobile Payments App,nan,Mumbai,Sequoia India,Private Equity Round,6000000,Series A
2298,05-10-2015,Nykaa,E-Commerce,nan,Mumbai,"Harsh Mariwala, Atul Nishar, Dalip Pathak, Michael Carlos",Private Equity Round,9500000,Series B
2299,05-10-2015,Voylla,Fashion jewelry and accessories e-tailer,nan,Jaipur,Peepul Capital,Private Equity Round,15000000,Series B
2300,05-10-2015,IndiaLends,Online Consumer Lending platform,nan,New Delhi,"DSG Consumer Partners, Paragon Partners",Private Equity Round,1000000,Pre-Series A Bridge round
2301,05-10-2015,Rock N Shop,Premium Apparel shopping portal,nan,New Delhi,High Networth Individuals (undisclosed),Seed Round,150000,
2302,06-10-2015,DocPlexus,Doctor consultancy Mobile App,nan,Pune,"Uniqorn Ventures, ASP Consulting",Seed Round,700000,
2303,06-10-2015,WorkIndia,Job Board,nan,Mumbai,"Satyen Kothari, Keshav Sanghi, Riddhesh Gandhi",Seed Round,500000,Pre-Series A
2304,06-10-2015,SportzVillage,Sports Management & Physical Education Business,nan,Bengaluru,Gaja Capital,Private Equity Round,10000000,Series B
2305,06-10-2015,SportyBeans,multi-sport program for preschoolers,nan,Pune,YouWeCan Ventures,Seed Round,,
2306,06-10-2015,Burger Singh,Quick Service Restaurant Chain,nan,Gurgaon,"Ashvin Chadha, Avtar Monga, Udaan Angels, Dheeraj Jain",Seed Round,500000,Bridge Round
2307,06-10-2015,Welcome Cure,Online Homeopathy Clinic,nan,Mumbai,"Unnamed Media house , High Networth Individuals (undisclosed)",Private Equity Round,6000000,Pre-Series A
2308,07-10-2015,SchoolGuru,E-Learning Service Provider,nan,Mumbai,High Networth Individuals from India & USA (undisclosed),Private Equity Round,3000000,Series A
2309,07-10-2015,Naturally Yours,Organic Food etailer,nan,Mumbai,Sanjay Mehta,Seed Round,,
2310,07-10-2015,GoJavas,Delivery & Logistics Service provider,nan,Gurgaon,Snapdeal,Private Equity Round,20000000,Strategic Funding (Series C)
2311,07-10-2015,Scandid,Product Discovery & comparison App,nan,Pune,Micromax Informatics Ltd,Private Equity Round,,Strategic Funding
