<<<<<<< HEAD
"startup_name","funds_per_startup"
"S-Cube Futuretech",1000000
"SavvyMob",1000000
"SeeDoc",1000000
"Seniority",1000000
"Shipsy",1000000
"Sminq",1000000
"Spinny",1000000
"SpoonJoy",1000000
"Sqqrl",1000000
"Streamoid",1000000
"Stylecracker",1000000
"Supplified",1000000
"TableHero",1000000
"Talent Next",1000000
"Tax2Win",1000000
"Tea Trails",1000000
"The Good Life",1000000
"The Kettlery",1000000
"The Moms Co.",1000000
"Thrill App",1000000
"Tookitaki",1000000
"Town Essentials",1000000
"Trip38",1000000
"Vagupu",1000000
"Video Ken",1000000
"Voodoo",1000000
"Wandertrails",1000000
"wayForward",1000000
"WorkApps",1000000
"YourQuote",1000000
"Yumlane",1000000
"Zapyle",1000000
"Zebi (yet to launch)",1000000
"Zebpay",1000000
"Zoctr",1000000
"Zoojoo.be",1000000
"MyLoanCare",978000
"Betterplace",970000
"ShopsUp",963000
"Earth Food",949000
"Cashify",935089
"Luxuryhues",900000
"Toko Innovation Studios",900000
"FlickBay",890000
"NoPaperForms",872000
"Saahas Zero Waste",868600
"Click2Clinic",850000
"DropKaffe",850000
"Khel Now",850000
"QwikSpec",840000
"Graphene",825000
"Bluegape",800000
"Curiositi",800000
"HealthEnablr",800000
"Springleap",800000
"Twigly",800000
"Virtual Logic",800000
"Sunday Realty Solutions",785000
"Heterogenous",780000
"Medinfi",780000
"Vista Rooms",776000
"Avishkaar Box",772500
"Spareshub",771000
"OnlineTyari",770000
"Actofit",750000
"Arya.ai",750000
"CityFlo",750000
"Cygnus Hospitals",750000
"happay",750000
"Impact Analytics",750000
"Justdakhila.com",750000
"LoveCycles",750000
"Milofy",750000
"Sensara",750000
"Sepalika",750000
"Shirsa Labs",750000
"PharmaRack",745000
"Trukky",745000
"Happily Unmarried",740000
"Cashkumar",735000
"Edyoo",735000
"Cerebroz",734000
"Skillenza",722000
"DocPlexus",700000
"HipCouch",700000
"Idea Bubbles",700000
"Manch",700000
"Playment",700000
"Trupay",700000
"Zipgrid",700000
"ONN Bikes",692000
"Footprints Education",685000
"Appknox",675000
"TopRankers",670000
"Grex.in",650000
"numberz.in",650000
"perpule",650000
"Seed Schools",650000
"Wishberry",650000
"Yellowdig",650000
"Zuppler",650000
"Carl's Jr",630000
"HandyHome",630000
"Nudgespot",625000
"Be U Salons",620000
"Wheelstreet",620000
"MyDreamStore",615000
"Bueno",600000
"Delight Foods",600000
"DrivoJoy",600000
"EureQa",600000
"Flatpebble",600000
"Fourth Ambit",600000
"Frankly",600000
"GrowFitter",600000
"Infinity Assurance",600000
"Infisecure",600000
"Lavelle Networks",600000
"MoMark",600000
"NanoClean Global",600000
"Nest Education",600000
"Playablo",600000
"Unnati Helpers",600000
"Whodat",600000
"YouthKiAwaaz",600000
"Diro Labs",597000
"Stitchwood",595000
"Truckola",595000
"Wiwigo",595000
"GenNext",580000
"Career Anna",572000
"Prest Loans",570000
"MyDidi",550000
"Proviera",550000
"SpotDraft",550000
"Superhero Brands",540000
"Vebbler",540000
"The Print",535000
"BiBox",530000
"TaxSutra",526000
"Orahi",520000
"Prozo",520000
"Frsh.co.in",518000
"48East",500000
"5th Vital",500000
"Agricxlab",500000
"Alternacare",500000
"AppBrowzer",500000
"Appvigil",500000
"AppVirality",500000
"Arth DesignBuild",500000
"Artoo",500000
"Beardo",500000
"BiteClub",500000
"Boxx.ai",500000
"Buddy",500000
"Bumper",500000
"Burger Singh",500000
"Carcrew.in",500000
"CheersOye!",500000
"CleanseCar",500000
"CouponRaja",500000
"CreditMate",500000
"Cuberoot",500000
"Daalchini Technologies",500000
"DailyRounds",500000
"Deyor Camps",500000
"Deyor Rooms",500000
"EasyRewardz",500000
"ePoise",500000
"etaout",500000
"EveningFlavors",500000
"Explore Life traveling",500000
"FixNix",500000
"Flexing It",500000
"FoodTalkIndia",500000
"FYRE",500000
"gear6",500000
"Guarented",500000
"Hoopy",500000
"i2e1",500000
"icanstay",500000
"Imaginate",500000
"ImpactGuru",500000
"Indee",500000
"Indiez",500000
"Joolz",500000
"JustLikeNew",500000
"Kalpnik Technologies",500000
"Karma Healthcare",500000
"Karomi",500000
"Klip.in",500000
"Konsult App",500000
"kWatt Solutions",500000
"LazyLad",500000
"LenDenClub",500000
"ListUp",500000
"Lo! Foods",500000
"Mobicycle",500000
"Mobile Premier League",500000
"MrNeeds",500000
"N.O.W",500000
"NightStay",500000
"ParaBlu",500000
"Paytunes",500000
"PiQube",500000
"Plix",500000
"PropheSee",500000
"Pulse",500000
"Reach",500000
"Retention.ai",500000
"Scapic",500000
"SenseGiz",500000
"Shippr",500000
"Shouut",500000
"SmartVizX",500000
"TaxiVaxi",500000
"The BlueBook",500000
"TheCapitalNet",500000
"Uber Dreams",500000
"Venture Catalysts",500000
"Veqta",500000
"Vidgyor",500000
"Vola",500000
"Wigzo",500000
"WorkIndia",500000
"WoWexpress",500000
"Zapty",500000
"ZenParent",500000
"Zepo",500000
"Explara",490000
"Misters",486000
"mChamp",475000
"Cooey",470000
"Hopping Chef",470000
"Remit Guru",466000
"Flickstree",464000
"Fourseven",455000
"Nurturey",455000
"Augrav",450000
"DriversCart",450000
"Giftxoxo",450000
"ICHR",450000
"Inner Hour",450000
"Logic Roots",450000
"Nivesh",450000
"Oneway.cab",450000
"Oorjan",450000
"OpenTap",450000
"Poshtic",450000
"RoboVac",450000
"Wittyparot",450000
"XSTOK",450000
"ZopHop",450000
"Purple Style Labs",448000
"SillyMonks",448000
"CollegeDunia",445000
"Mojarto",445000
"PeeBuddy",443000
"Ketchupp",441000
"iServefinancial",440000
"Math Buddy",440000
"WealthApp",440000
"zippserv",440000
"Avenue Growth",437000
"Log 9 Materials",436000
"Kabadiwala",430665
"Bolo App",430200
"Gapoon",430000
"Flixy Games",425000
"Myly",410000
"WedmeGood.com",410000
"Advantage Club",400000
"AlmaMapper",400000
"AppilyEver",400000
"Belita",400000
"BookMeIn",400000
"Capabiliti",400000
"Celerix",400000
"dishq",400000
"Fitso",400000
"Furdo",400000
"HealthyWorld.in",400000
"MockBank",400000
"Nuvepro",400000
"Paperflite",400000
"Ressy",400000
"Tradelab",400000
"World Art Community",400000
"zippserve",390000
"KNAB Finance",385000
"Stuffed",385000
"Bizom",382000
"Digio",375000
"MaalGaadi",375000
"Vithi.com",375000
"WebAlligator",375000
"TripShelf",373000
"Truce",370000
"Biryani Blues",368000
"CreditSeva",360000
"Streak",354600
"AdStringO",350000
"AirZaar",350000
"AllIzHealth",350000
"Ark Robot",350000
"Eattreatonline",350000
"GameZop",350000
"Muvizz",350000
"Plabro",350000
"Stockal",350000
"Torqus",350000
"Zakoopi",350000
"OneStepUp",336000
"Refiral",330000
"Ithaka",325000
"Mindler",324000
"LoanBaba",320000
"Myonsto",320000
"Sattviko",320000
"Board Infinity",319605
"The/Nudge Foundation",315000
"VioletStreet",315000
"Digilend",312000
"Quifers",310000
"Synctag",307600
"CollPoll",306000
"Black White Orange",303000
"99PerHour",300000
"Babygogo",300000
"Boxmyspace",300000
"CareOnGo",300000
"ChatOnGo",300000
"DoneThing",300000
"eBikeGo",300000
"ForeverShop",300000
"Glam Studios",300000
"GoBumpr",300000
"Inayo",300000
"Jolly Food Fellow",300000
"Korra",300000
"Locanix",300000
"MCaffeine",300000
"Nayi Disha",300000
"NirogStreet",300000
"PickMyLaundry",300000
"PriceRaja",300000
"RealBox",300000
"Rocketium",300000
"Schoolkart",300000
"SP Robotics",300000
"SpeedBox",300000
"Yumigo",300000
"eQuickies",298000
"Trading Bells",297000
"Wedding Wishlist",297000
"Hello Tax",295000
"Bonphulapl",293000
"Appbase",290000
"Aisle.co",285000
"Near.in",285000
"VTION",280000
"Genius Corner",278000
"RepairEasy",275000
"Tydy",275000
"Venturesity",270000
"Leaf Wearables",266600
"Jobspire",260000
"AppLop",250000
"Clonect Solutions",250000
"Confirmtkt",250000
"Curofy",250000
"Don't Scratch Your Head",250000
"eSahai.in",250000
"Fincash",250000
"Genie",250000
"GetMyPeon",250000
"GoMechanic",250000
"Happy2Refer",250000
"Hippily",250000
"Hitwicket",250000
"Ignis Careers",250000
"Jay Robotix",250000
"Makkajai",250000
"MyPoolin",250000
"NeuroEquilibrium",250000
"Qik Stay",250000
"RainCan",250000
"RedBook",250000
"RedPolka",250000
"Rentickle",250000
"Roadcast",250000
"SmartPocket",250000
"Stylofie",250000
"TheSmartQ",250000
"Trilyo",250000
"Vanity Cube",250000
"Wealthy",250000
"WithMe",250000
"Zwayam",250000
"Trip shelf",246000
"The Office Pass",245000
"New Castle Technologies",243000
"InstaLively.com",240000
"Roder",240000
"TheKarrier",240000
"Neotrade Analytics",235000
"UCLID",235000
"PayMango",234000
"RentOnGo",234000
"Balance App",233000
"Shopholix",233000
"Stratfit",232000
"Kleeto",230000
"Qlivery",230000
"Tazzo Bikes",227000
"ExtraCarbon",225000
"NatureNama",225000
"PaisaDukan",225000
"PinkBlue",223608
"Campus Diaries",220000
"Edu4Share",220000
"My Forex Eye",220000
"Chai Thela",218000
"Fabulyst",215000
"The Uolo",210000
"Genextstudents",209000
"6Degree",200000
"Azah",200000
"Brick2Wall",200000
"BuildTraders",200000
"Cabsguru",200000
"Capzest",200000
"CBREX",200000
"Comarete",200000
"Commut",200000
"Corporate360",200000
"EasyRoads",200000
"Entropika",200000
"HWell24 Plus",200000
"infeedo",200000
"Kanhaiya",200000
"LetReach",200000
"Living Local",200000
"MyIndianStay",200000
"MySeniorDoctor",200000
"Octo.ai",200000
"Orobind",200000
"Pramati",200000
"QikShip",200000
"Rupaiya Exchange",200000
"ShabdaNagari",200000
"Smytten",200000
"SolarTown",200000
"ThinkerBell",200000
"Vahanalytics",200000
"wWhere",200000
"Haqdarshak",191000
"Zify",190000
"Rootefy",187000
"19th mile",180000
"BeaconsTalk",180000
"CollateBox",180000
"FleetRover",180000
"kidovators",180000
"Promon",180000
"Zuver",180000
"MachaDalo",175000
"MEngage",175000
"Snackible",175000
"MadRat Games",168000
"Noodle Play",168000
"Digital Gorkha",166000
"The Better India",166000
"Changer Mints",165000
"Pricejugaad",165000
"Vegetall",162000
"Cubito",160000
"Infurnia",160000
"Qriyo",160000
"Roll Mafia",160000
"Sampurnearth",160000
"Sayfix",160000
"LabsAdvisor",156000
"IOTrek",155000
"Jhakaas",155000
"360Ride",150000
"3Dexter",150000
"Anandakanda",150000
"BookMyBai",150000
"Briston Technomach",150000
"Clapsnslaps",150000
"Corseco",150000
"CureInstant",150000
"Didi",150000
"EasyEcom",150000
"Fitraq",150000
"Flocareer",150000
"Ftcash",150000
"GrandOpinion",150000
"Horntell",150000
"Hotify",150000
"IndigoLearn",150000
"Indofash",150000
"LabStreet",150000
"LaundryAnna",150000
"Leaping Caravan",150000
"Life Circle",150000
"Medd",150000
"Mihuru",150000
"oibanit",150000
"Omnify",150000
"OnlineRTI",150000
"Onspoon",150000
"OUWT",150000
"PlanMyMedicalTrip",150000
"Pocketin",150000
"Proximit",150000
"Qacco",150000
"Rock N Shop",150000
"SIFTR Labs",150000
"Skoov.com",150000
"SpiderG",150000
"Sportobuddy",150000
"Summerlabel",150000
"Syona Cosmetics",150000
"TapChief",150000
"iAugmentor Labs",149000
"PetSutra",148434
"KabadiExpress",148000
"Awesummly",147000
"Ezytruk",147000
"Noddapp",147000
"Pictor Imaging",147000
"Freedom Smart Labs",145000
"Prescribez",145000
"WizCounsel",145000
"Nagpur Wholesale",143000
"couponmachine.in",140000
"Teritree",140000
"GoDesi",138995
"Gympik",135000
"LiftO",130000
"ActOnMagic",125000
"Digiconectt",125000
"LafaLafa",125000
"CashFree",120000
"Cupick",120000
"ZiffyHomes",120000
"Park Easy",118000
"Yogurt Labs",115000
"Enakshi",114811
"Tooler",110000
"Liftiee",108000
"Intuit Things",106000
"DayBox",104000
"AdUrCup",100000
"Advenio",100000
"Applop",100000
"Arcatron Mobility",100000
"Bahiyajobs",100000
"Blubox",100000
"CaRPM",100000
"Chargein",100000
"Coolshare",100000
"Cyclops Medtech",100000
"EasyKhaana",100000
"Endless Robotics",100000
"First Eat",100000
"FitMeIn",100000
"Frapperz",100000
"Gomalon",100000
"Gridle",100000
"Holidify",100000
"Interviewpad",100000
"Intgrea",100000
"iStyleYou",100000
"Kloseby",100000
"MealHopper",100000
"Medidaili",100000
"Medikoe",100000
"MergerWare",100000
"MyChild App",100000
"NewsDistill",100000
"Notesgen",100000
"Omnikart",100000
"Pindropmusic",100000
"PurpleHealth",100000
"RayIOT",100000
"Rentomo",100000
"RoadGods",100000
"SERV'D",100000
"SooperMO",100000
"Talkoot",100000
"Termsheet",100000
"TOFlo",100000
"Urjas",100000
"Velmenni",100000
"Volta Motors",100000
"Zappka",100000
"Johari Shop",94000
"Bats on delivery",90000
"Hoppingo",89000
"American Vision",81000
"eSadar",80000
"Kuants",80000
"Happitoo",77000
"Zeppery",77000
"GoGo Truck",75000
"Zebroads",75000
"HealthKumbh",73000
"Funcart",70000
"Stockroom.io",70000
"FabX",68000
"DawaiLelo",52000
"AskMyGift",50000
"Curie Labs",50000
"Drivify",50000
"GoYaNo",50000
"MessaGif",50000
"Project Mudra",50000
"TrendieApp",50000
"VivoCarat",50000
"Kriger Campus",46140
"Gyaanzone",45000
"Medzin",45000
"Blood n Care",40000
"EduRev",40000
"imedilane",40000
"Leopetra",40000
"Moodoo",40000
"Wefly Indoor Skydiving",40000
"ERA",39000
"StyleDotMe",37000
"Stridalyzer",30768
"Book Servicing",30000
"goSporty",30000
"Matrubharti",30000
"Perfumery",30000
"Woodpie",30000
"VST Travels",27000
"Newspatrolling",25000
"Cloudrino",22500
"Gamooz",22500
"MaaxMarket",22500
"SoundSurround",22500
"Strike",22500
"33Coupons",20000
"Maptags",18000
"Chloroplast Foods",16600
"CleverSharks",16600
"Dealwithus",16600
"Faaya",16600
"InstaBounce",16600
"CBS",16000
"Enabli",16000
"Hostel Dunia",16000
"Play Your Sport",16000
"Yo Grad",16000
>>>>>>> 5524e7a02dc4fe9cd11ac19cc60112deb7852b99
